277,Jesse,Woods,jwoods7o@youku.com,LgN,Ruble,35.31083,54.98806,27,25,48
278,Kathryn,Ramirez,kramirez7p@twitpic.com,YZX,Lek,20.29861,40.94194,9,28,65
279,Anne,Payne,apayne7q@oracle.com,iXs,Yuan Renminbi,114.12989,30.34008,69,72,97
280,Barbara,Collins,bcollins7r@etsy.com,ezq,Yuan Renminbi,106.1,35.65,8,44,55
281,Carl,Gray,cgray7s@umich.edu,cja,Krona,16.1679,60.1454,9,64,6
282,Kathleen,Mitchell,kmitchell7t@joomla.org,IEK,Euro,27.27306,59.39861,14,90,79
283,Paul,Welch,pwelch7u@naver.com,aKP,Yuan Renminbi,115.32636,27.60805,57,13,41
284,Aaron,Williamson,awilliamson7v@php.net,NIy,Euro,-1.6432,42.8169,37,25,86
285,Aaron,Graham,agraham7w@scribd.com,iEm,Baht,103.34325,15.6345,91,11,88
286,Jack,Stanley,jstanley7x@hhs.gov,azx,Euro,21.40981,40.78197,49,10,16
287,Martha,Harrison,mharrison7y@admin.ch,EcW,Peso,121.09772,14.00149,84,88,33
288,Jane,Mitchell,jmitchell7z@telegraph.co.uk,lGx,Yuan Renminbi,97.19865,39.70068,15,56,38
289,Philip,Johnson,pjohnson80@salon.com,CmE,Yuan Renminbi,124.33695,41.82723,95,46,8
290,Harry,Larson,hlarson81@youtu.be,hAq,Koruna,16.04978,50.53395,43,84,70
291,Ruby,Reed,rreed82@webmd.com,lRo,Peso,122.7618,9.9859,48,3,32
292,Amanda,Garza,agarza83@bluehost.com,MHA,Koruna,17.96074,49.9913,79,10,16
293,Shirley,Stevens,sstevens84@springer.com,fNi,Ruble,49.4333,52.982,93,46,100
294,Timothy,Fox,tfox85@issuu.com,dzT,Ruble,141.85699,46.4301,61,90,9
295,Betty,Roberts,broberts86@livejournal.com,oQH,Euro,-8.0139,40.9639,17,74,78
296,Kathryn,Cook,kcook87@hp.com,fSw,Denar,21.87599,41.87507,82,51,12
297,Russell,Gray,rgray88@dailymotion.com,nsv,Dinar,21.73708,42.38445,3,52,53
298,Mark,Clark,mclark89@chicagotribune.com,coZ,Euro,-8.396,43.3713,9,65,88
299,Joyce,Fox,jfox8a@tripadvisor.com,ubB,Ruble,53.79782,56.47633,7,2,10
300,Doris,Richards,drichards8b@umich.edu,gvT,Yuan Renminbi,113.8842,25.14044,67,66,32
301,Earl,Mccoy,emccoy8c@nyu.edu,kMD,Euro,-2.45,42.4667,100,3,31
302,Patricia,Mcdonald,pmcdonald8d@cmu.edu,vGC,Real,-53.80694,-29.68417,5,48,2
303,Antonio,Schmidt,aschmidt8e@uol.com.br,TqD,Euro,5.55,46.6667,11,31,85
304,Eugene,Kennedy,ekennedy8f@businessweek.com,IMK,Yuan Renminbi,114.71256,23.95055,27,71,13
305,Ronald,Evans,revans8g@webeden.co.uk,xRZ,Krone,10.6549,59.9241,20,53,46
306,Aaron,Olson,aolson8h@xing.com,KZs,Krona,15.626,60.6036,23,100,9
307,Harold,Watkins,hwatkins8i@epa.gov,mqu,Yuan Renminbi,112.98902,44.62642,95,94,99
308,Wayne,Crawford,wcrawford8j@apple.com,VWE,Dollar,-77.76667,24.7,43,85,98
309,Patrick,Frazier,pfrazier8k@symantec.com,BPa,Ruble,102.47111,71.98002,19,28,84
310,Patricia,Boyd,pboyd8l@cpanel.net,BJu,Bolivar,-65.77153,9.27496,5,40,35
311,Michael,Fisher,mfisher8m@amazonaws.com,msB,Yuan Renminbi,111.75333,30.42139,23,50,24
312,Joseph,Martinez,jmartinez8n@netlog.com,msv,Dong,105.49334,22.82968,81,70,35
313,Wayne,Stewart,wstewart8o@infoseek.co.jp,Icv,Ruble,47.73078,46.09323,91,47,66
314,Laura,Fox,lfox8p@wisc.edu,WEY,Yuan Renminbi,120.10532,50.4491,18,96,66
315,Dennis,Brooks,dbrooks8q@sfgate.com,Gcl,Rupiah,106.0001,-6.4737,8,70,50
316,William,Carpenter,wcarpenter8r@zdnet.com,nvI,Metical,33.64417,-25.05194,94,50,27
317,Marilyn,Bradley,mbradley8s@narod.ru,xJA,Peso,-97.6161,17.0286,12,15,71
318,Bruce,Mendoza,bmendoza8t@forbes.com,ZBq,Peso,124.3305,12.5336,37,9,60
319,Louis,Robinson,lrobinson8u@ebay.com,gUi,Euro,-7.4447,41.7412,78,99,21
320,Scott,Rice,srice8v@cam.ac.uk,Pvw,Yuan Renminbi,112.87917,23.99417,78,74,60
321,Jose,Reynolds,jreynolds8w@bizjournals.com,udf,Balboa,-79.63333,8.88333,37,12,46
322,Kathryn,Kim,kkim8x@edublogs.org,anJ,Yuan Renminbi,113.5709,33.44408,61,24,62
323,Bobby,Hansen,bhansen8y@chron.com,Ymv,Zloty,15.62129,53.63918,89,76,53
324,Richard,Ward,rward8z@theguardian.com,BnN,Yuan Renminbi,89.38187,28.26311,37,67,70
325,Kenneth,Hawkins,khawkins90@telegraph.co.uk,pKg,Euro,6.8667,47.6333,21,92,21
326,Ann,Meyer,ameyer91@mit.edu,sHE,Yuan Renminbi,125.7,44.53333,52,1,79
327,Rose,Johnson,rjohnson92@pen.io,ZIW,Quetzal,-90.64417,14.68417,82,45,80
328,Nancy,Austin,naustin93@ca.gov,xSH,Rupiah,121.9715,-8.5261,76,5,28
329,Walter,Mason,wmason94@cornell.edu,XTE,Baht,99.86058,16.0617,53,82,75
330,Edward,Hawkins,ehawkins95@umich.edu,rMY,Peso,-73.6781,5.8774,56,47,16
331,Shirley,Watkins,swatkins96@eepurl.com,odf,Real,-49.00278,-26.47306,47,95,89
332,Janice,Campbell,jcampbell97@indiegogo.com,IBi,Real,-52.46528,-23.07306,5,47,37
333,Christopher,Castillo,ccastillo98@edublogs.org,eFv,Yuan Renminbi,115.99337,25.88476,3,50,36
334,Jennifer,Matthews,jmatthews99@reverbnation.com,fKE,Zloty,18.18598,50.12729,56,58,29
335,Douglas,Harris,dharris9a@microsoft.com,eIB,Peso,122.9066,14.1025,7,76,37
336,Adam,Warren,awarren9b@sitemeter.com,Qcg,Sol,-71.67944,-13.6725,38,74,6
337,Clarence,Bennett,cbennett9c@so-net.ne.jp,pGC,Euro,25.87644,40.84995,83,39,82
338,Jeffrey,Ruiz,jruiz9d@dmoz.org,jpn,Euro,1.9039,47.9029,83,30,68
339,Ralph,Young,ryoung9e@amazon.de,CbU,Rupiah,114.671,-8.3728,30,5,83
340,Mary,Ferguson,mferguson9f@nih.gov,Gpm,Lempira,-86.86667,14.11667,88,64,28
341,Fred,Burke,fburke9g@tiny.cc,EiO,Yuan Renminbi,121.06843,28.89581,85,32,50
342,Thomas,Hill,thill9h@army.mil,CaZ,Dollar,-82.4387,27.4272,63,97,65
343,Diane,Bailey,dbailey9i@epa.gov,WKJ,Yuan Renminbi,111.40418,29.59085,55,83,32
344,Frank,Edwards,fedwards9j@exblog.jp,qnD,Yen,130.2988,33.24932,18,1,62
345,Helen,Howell,hhowell9k@earthlink.net,FxU,Peso,121.1536,14.5266,36,25,19
346,Martin,Butler,mbutler9l@ocn.ne.jp,QcC,Real,-49.38056,-1.89528,17,23,9
347,Juan,Lewis,jlewis9m@topsy.com,UFs,Rupiah,108.0663,-7.0807,24,36,82
348,Cynthia,Phillips,cphillips9n@wordpress.com,oCT,Dinar,25.08653,31.75615,99,51,98
349,Teresa,Reynolds,treynolds9o@theatlantic.com,hQx,Dollar,-78.00257,-1.48369,1,18,39
350,Cheryl,Gutierrez,cgutierrez9p@wisc.edu,SWM,Euro,2.3527,48.7461,50,63,43
351,Gary,Montgomery,gmontgomery9q@yelp.com,VpD,Rupiah,120.4871,-9.9104,56,76,30
352,Debra,Ramos,dramos9r@etsy.com,MAN,Yuan Renminbi,109.84335,32.01464,82,66,11
353,Norma,Spencer,nspencer9s@deviantart.com,uKW,Krona,16.5077,59.3666,14,62,43
354,Diana,Gonzalez,dgonzalez9t@yandex.ru,NSB,Dram,44.67316,41.09766,92,66,72
355,Anna,Arnold,aarnold9u@wp.com,XAC,Ruble,32.81147,68.81542,88,52,53
356,Susan,Black,sblack9v@moonfruit.com,eQn,Euro,-8.3278,41.2111,36,81,76
357,Steven,Ramos,sramos9w@ustream.tv,fLd,Rupee,85.52138,27.62979,59,34,27
358,Nicholas,Romero,nromero9x@timesonline.co.uk,XkU,Dollar,-87.9659,17.91598,86,49,51
359,Shirley,Murphy,smurphy9y@auda.org.au,Qwy,Rupiah,108.5693,-6.9924,29,56,4
360,Harry,Chavez,hchavez9z@1688.com,FWw,Dollar,175.83333,-37.38333,57,24,55
361,Raymond,Peters,rpetersa0@ocn.ne.jp,PkZ,Rial,46.9355,34.7956,88,13,30
362,Anne,Gutierrez,agutierreza1@paginegialle.it,Odc,Naira,9.61688,7.90844,62,62,57
363,Fred,Evans,fevansa2@youtube.com,gim,Euro,-8.4593,39.6922,93,91,58
364,Brandon,Romero,bromeroa3@ucoz.com,pGB,Ruble,61.3969,54.8913,36,10,29
365,Donna,White,dwhitea4@latimes.com,Mwu,Dollar,175.38333,-40.16667,30,53,11
366,Teresa,Stevens,tstevensa5@rambler.ru,SwC,Yuan Renminbi,108.18394,30.13471,64,91,58
367,Sara,Rogers,srogersa6@dagondesign.com,TNx,Kuna,17.38389,45.83194,32,24,66
368,Pamela,Carpenter,pcarpentera7@shareasale.com,dNY,Zloty,22.21539,51.28581,4,76,99
369,Margaret,Adams,madamsa8@rakuten.co.jp,QsC,Yuan Renminbi,125.55639,41.73028,19,12,67
370,Charles,Hayes,chayesa9@marriott.com,Brn,Rupiah,123.9234,-10.0376,20,19,2
371,Howard,Mcdonald,hmcdonaldaa@github.io,UsD,Peso,121.84178,20.78733,96,51,70
372,Mary,Fernandez,mfernandezab@360.cn,Hmi,Rupee,67.62771,24.54742,68,41,16
373,Scott,Larson,slarsonac@arizona.edu,NFs,Rupiah,113.3884,-8.1577,71,94,87
374,Lisa,Jenkins,ljenkinsad@comsenz.com,ehi,Ruble,85.5625,51.56889,49,48,3
375,Frances,Wright,fwrightae@loc.gov,ovQ,Franc,-5.01769,6.55799,50,70,74
376,Anne,Cole,acoleaf@google.cn,rcf,Ruble,38.03593,53.98492,1,17,46
377,Dennis,Bishop,dbishopag@free.fr,hEd,Hryvnia,25.17946,48.25868,66,12,43
378,Harry,Bailey,hbaileyah@ocn.ne.jp,Tgp,Euro,-7.2667,40.8,16,77,57
379,Nicholas,Allen,nallenai@linkedin.com,pWX,Euro,0.3333,46.5833,62,89,67
380,Lawrence,Torres,ltorresaj@jimdo.com,HOL,Yuan Renminbi,108.28523,29.13436,49,68,19
381,Scott,Stevens,sstevensak@columbia.edu,ejT,Yuan Renminbi,119.58756,31.47799,12,68,75
382,Emily,Romero,eromeroal@nhs.uk,Kux,Krona,16.1826,58.5942,82,37,75
383,Frank,Cook,fcookam@wp.com,fWi,Rupiah,103.50765,-1.4772,50,20,25
384,Raymond,Bell,rbellan@guardian.co.uk,vrd,Yuan Renminbi,124.78472,40.72861,49,75,66
385,Lois,Russell,lrussellao@sakura.ne.jp,ZQk,Rupiah,108.7505,-7.2137,53,79,71
386,Phillip,Coleman,pcolemanap@bloglovin.com,hKS,Shilling,38.97473,-5.42526,44,46,7
387,Anna,Cook,acookaq@skype.com,LfO,Dong,105.4695,20.20866,31,46,52
388,Linda,Bell,lbellar@prnewswire.com,zwI,Yuan Renminbi,113.96121,22.58041,36,58,68
389,Tina,Watkins,twatkinsas@xing.com,Aug,Dollar,171.25,-44.4,79,27,8
390,Doris,Hawkins,dhawkinsat@nsw.gov.au,CTA,Hryvnia,27.51087,50.12424,46,15,94
391,Emily,Thomas,ethomasau@bbc.co.uk,kpT,Rupiah,124.26106,0.74692,43,50,95
392,Helen,Lawson,hlawsonav@columbia.edu,Zgm,Peso,120.76333,14.07063,58,73,58
393,Elizabeth,Reynolds,ereynoldsaw@tiny.cc,VfE,Yuan Renminbi,120.245,29.07139,15,24,29
394,Frances,Jacobs,fjacobsax@nyu.edu,XVK,Euro,-8.2437,39.6375,58,65,75
395,James,Baker,jbakeray@jugem.jp,oXT,Lempira,-87.93333,14.6,41,85,52
396,Aaron,Cox,acoxaz@alexa.com,lWH,Sol,-75.69083,-14.09667,9,14,52
397,Ernest,Jordan,ejordanb0@nymag.com,hWA,Rupee,72.86667,29.8,45,35,65
398,Nicholas,Murray,nmurrayb1@who.int,ngw,Real,-35.53056,-8.7075,89,95,71
399,Teresa,Mills,tmillsb2@earthlink.net,KbU,Ruble,40.10806,50.45778,42,22,55
400,Heather,Castillo,hcastillob3@redcross.org,YZx,Euro,33.31667,35.34167,98,49,30
401,Rachel,Wallace,rwallaceb4@constantcontact.com,agJ,Zloty,19.0678,52.64817,70,30,39
402,Sara,Olson,solsonb5@bloomberg.com,rLA,Krone,6.1549,62.4722,63,79,15
403,Elizabeth,Chavez,echavezb6@cnbc.com,kMi,Peso,120.6804,14.0306,71,33,69
404,Paul,Torres,ptorresb7@washingtonpost.com,Ees,Yuan Renminbi,119.01012,25.59503,64,31,78
405,Shirley,Freeman,sfreemanb8@wiley.com,VXo,Ruble,132.354,43.11283,47,77,93
406,Nicole,Patterson,npattersonb9@tuttocitta.it,Oon,Koruna,18.14499,49.64094,32,15,47
407,Jacqueline,Lee,jleeba@e-recht24.de,kFD,Hryvnia,26.22743,50.62308,43,17,45
408,Patrick,Thomas,pthomasbb@bloomberg.com,qRo,Escudo,-23.51254,14.93152,2,48,63
409,Frances,Reynolds,freynoldsbc@salon.com,Dvu,Peso,122.49556,10.68444,64,65,83
410,Kathryn,Olson,kolsonbd@upenn.edu,Jke,Real,-42.13111,-7.02528,73,62,76
411,Joe,Andrews,jandrewsbe@huffingtonpost.com,dvX,Krone,10.4663,61.1151,18,62,39
412,Nicholas,Welch,nwelchbf@globo.com,lIB,Yuan Renminbi,122.30334,30.25405,51,90,82
413,Kimberly,Vasquez,kvasquezbg@wsj.com,zDd,Rupiah,120.4721,-8.6136,16,24,11
414,Jason,Stanley,jstanleybh@baidu.com,IwZ,Ruble,53.26907,58.90966,55,7,18
415,Larry,Burton,lburtonbi@intel.com,NPp,Hryvnia,36.91561,48.70837,100,88,12
416,Kevin,Montgomery,kmontgomerybj@independent.co.uk,szT,Pound,40.32227,35.23194,28,86,42
417,Sharon,Tucker,stuckerbk@alexa.com,YnB,Euro,-2.45,42.4667,87,46,24
418,Clarence,Washington,cwashingtonbl@cbsnews.com,YgP,Hryvnia,23.76588,48.11814,67,14,73
419,Andrew,Nelson,anelsonbm@admin.ch,mUv,Franc,-2.35893,13.20776,17,47,26
420,Benjamin,Wood,bwoodbn@istockphoto.com,LRO,Dollar,174.03333,-35.38333,89,80,25
421,Gloria,Sanders,gsandersbo@house.gov,Gfs,Krona,15.9071,56.7446,42,82,85
422,Tina,Williams,twilliamsbp@imdb.com,Thw,Peso,-76.33292,3.76383,30,2,21
423,Sharon,Reed,sreedbq@archive.org,Nts,Yuan Renminbi,109.206,27.5232,78,21,7
424,Sean,Roberts,srobertsbr@omniture.com,Gjz,Ringgit,101.6869,3.139,92,65,29
425,Timothy,Ford,tfordbs@time.com,SUE,Peso,126.43417,8.15917,16,27,99
426,Justin,Woods,jwoodsbt@jimdo.com,qZM,Yuan Renminbi,107.29496,29.81523,1,17,81
427,Stephen,Butler,sbutlerbu@wikispaces.com,ZDg,Dollar,-77.0146,38.8933,94,16,85
428,Henry,Black,hblackbv@shinystat.com,uMz,Rupiah,114.2207,-8.366,7,58,39
429,Anna,Bowman,abowmanbw@patch.com,hSY,Yuan Renminbi,100.54691,38.53086,19,46,46
430,Paul,Reynolds,preynoldsbx@dyndns.org,MIo,Bolivar,-71.36865,10.25838,64,71,51
431,Betty,Hanson,bhansonby@admin.ch,Mim,Pound,36.74848,35.29193,56,55,35
432,Ernest,Williamson,ewilliamsonbz@issuu.com,LqX,Dollar,-79.46352,-1.02863,70,15,87
433,Mary,Burke,mburkec0@sciencedaily.com,BCt,Zloty,20.88029,53.01907,3,58,91
434,Cheryl,Ferguson,cfergusonc1@reverbnation.com,DSy,Dram,44.58952,39.9996,44,25,81
435,Theresa,Watkins,twatkinsc2@state.tx.us,qlb,Dollar,-77.76349,18.16069,37,11,96
436,Henry,Rice,hricec3@google.com,kfB,Peso,-65.40797,-23.62392,71,26,90
437,Norma,Reyes,nreyesc4@webmd.com,KlD,Ariary,48.23007,-18.94948,11,11,75
438,Johnny,Bowman,jbowmanc5@privacy.gov.au,TGZ,Euro,-8.4556,41.9667,45,46,1
439,Jimmy,Vasquez,jvasquezc6@google.ru,LuV,Euro,14.03056,46.00278,3,26,62
440,Thomas,Brown,tbrownc7@utexas.edu,qVG,Yuan Renminbi,119.47973,25.93821,63,2,10
441,Jose,Foster,jfosterc8@netvibes.com,jbO,Krona,22.1546,65.5842,88,90,87
442,Diana,Fields,dfieldsc9@mayoclinic.com,Hvq,Peso,124.69361,6.22,92,76,55
443,Maria,Jones,mjonesca@joomla.org,NFy,Yuan Renminbi,126.50704,48.22275,9,53,66
444,Alan,Banks,abankscb@smugmug.com,HkR,Euro,23.21411,38.23697,56,24,43
445,Keith,Lewis,klewiscc@who.int,Cqk,Lempira,-87.75,14.78333,79,3,24
446,Howard,Baker,hbakercd@amazon.co.uk,xyb,Peso,-70.95623,-32.84043,64,23,89
447,Albert,Jones,ajonesce@cbslocal.com,iFm,Euro,-9.1,38.6167,3,93,19
448,Eric,Roberts,erobertscf@liveinternet.ru,tvD,Peso,-73.08644,7.06222,85,81,83
449,Betty,Stone,bstonecg@wired.com,GHR,Dinar,48.00139,29.365,25,60,99
450,Phillip,Wheeler,pwheelerch@wp.com,JYM,Sol,-72.61568,-12.73513,41,27,71
451,Gloria,Kelly,gkellyci@hhs.gov,MXc,Rupiah,106.422,-6.8238,11,17,4
452,Stephen,Dixon,sdixoncj@storify.com,ykM,Peso,-75.34842,7.58078,77,62,77
453,Marie,Murray,mmurrayck@tinypic.com,ElF,Yuan Renminbi,107.85333,28.34972,92,8,40
454,Larry,Jones,ljonescl@arstechnica.com,HgQ,Euro,-4.4833,48.4,63,55,39
455,Brandon,Rogers,brogerscm@timesonline.co.uk,BDT,Zloty,20.26257,52.3195,92,53,92
456,Diana,Ray,draycn@pinterest.com,Adp,Rupiah,102.7211,-1.536,70,84,5
457,Martha,Powell,mpowellco@wiley.com,ZvP,Yuan Renminbi,99.44638,33.9973,62,59,52
458,Anne,Morris,amorriscp@uiuc.edu,VnX,Hryvnia,27.06365,50.18545,51,43,93
459,Paula,Castillo,pcastillocq@elpais.com,yvw,Rupee,74.21829,32.63744,38,86,14
460,Antonio,Berry,aberrycr@nyu.edu,uob,Dollar,169.46667,-46.6,70,72,75
461,Wayne,Rodriguez,wrodriguezcs@networkadvertising.org,Ioq,Peso,120.2153,15.938,96,9,69
462,Walter,Stanley,wstanleyct@theglobeandmail.com,cfM,Rupiah,124.5175,-8.216,47,19,94
463,Amy,Flores,aflorescu@foxnews.com,gNh,Rupiah,122.2744,-8.6464,23,80,100
464,Lori,Martin,lmartincv@soup.io,qsn,Yuan Renminbi,115.42635,22.79577,16,82,84
465,Henry,Ellis,helliscw@w3.org,aBq,Yen,139.57735,35.29264,98,90,5
466,Billy,Carter,bcartercx@blogtalkradio.com,QRh,Zloty,18.72311,51.80384,80,64,48
467,Sara,Perez,sperezcy@cnn.com,lmT,Birr,35.58333,8.3,24,8,92
468,Kevin,Jenkins,kjenkinscz@cnbc.com,CtX,Rial,52.67895,36.55132,70,70,94
469,Kenneth,Cox,kcoxd0@ted.com,pki,Kuna,18.64028,45.09556,76,31,9
470,Jerry,Johnston,jjohnstond1@independent.co.uk,CTo,Real,-63.90389,-8.76194,52,16,8
471,Rachel,Morrison,rmorrisond2@w3.org,Cjd,Peso,124.69111,7.15611,28,75,54
472,Joan,Richards,jrichardsd3@list-manage.com,nMv,Dollar,-121.8306,37.2458,85,94,92
473,Kevin,Garcia,kgarciad4@vistaprint.com,uDV,Euro,4.5059,51.8796,79,82,68
474,Gloria,Matthews,gmatthewsd5@epa.gov,umy,Dollar,-94.7495,39.0966,52,17,62
475,Jeremy,Gilbert,jgilbertd6@sun.com,Oku,Krone,12.5655,55.6759,81,52,55
476,Scott,Mccoy,smccoyd7@tiny.cc,DXz,Peso,-58.52869,-34.84787,81,29,77
477,Louise,Ward,lwardd8@china.com.cn,LgX,Dirham,-6.41049,31.65255,13,14,34
478,Aaron,Bailey,abaileyd9@mlb.com,vhV,Peso,-97.3545,20.6667,74,59,41
479,Philip,Foster,pfosterda@yellowbook.com,Eli,Marka,18.37751,43.89342,71,49,62
480,Henry,Burke,hburkedb@imgur.com,CAB,Dram,44.79249,40.46676,64,45,33
481,Brandon,Mills,bmillsdc@photobucket.com,fSl,Koruna,17.07773,49.72068,70,91,50
482,Angela,Fisher,afisherdd@tmall.com,TBc,Koruna,17.16433,49.10639,25,25,11
483,Mary,Stanley,mstanleyde@discuz.net,oUv,Sol,-77.19088,-10.25403,34,54,84
484,Julia,Hart,jhartdf@dion.ne.jp,eqj,Rupiah,111.0431,-6.7039,59,18,61
485,Dorothy,Gonzales,dgonzalesdg@indiatimes.com,qVH,Peso,124.1694,14.0453,66,55,54
486,Roger,Murray,rmurraydh@cornell.edu,Yyh,Krona,18.3,59.2333,7,66,18
487,Cheryl,Powell,cpowelldi@smh.com.au,srW,Euro,-8.6604,39.8625,21,39,57
488,Judy,Ryan,jryandj@phpbb.com,KQg,Quetzal,-90.72667,14.51833,32,26,40
489,Sarah,Wood,swooddk@etsy.com,hga,Euro,4.3577,51.883,5,64,83
490,Sarah,Foster,sfosterdl@npr.org,lfk,Euro,4.0333,49.25,22,37,22
491,Bobby,Williams,bwilliamsdm@51.la,qdS,Sol,-79.78889,-6.63889,25,22,82
492,Amanda,Morales,amoralesdn@yellowpages.com,lcU,Euro,2.8249,41.9831,89,50,44
493,Emily,Lane,elanedo@blog.com,zDF,Dollar,-87.6528,41.9399,73,97,61
494,Paul,Frazier,pfrazierdp@linkedin.com,qnp,Peso,122.5364,11.2613,80,93,75
495,Jeremy,Robinson,jrobinsondq@hp.com,wBe,Real,-47.47917,-21.85389,83,44,48
496,Anne,Reid,areiddr@networksolutions.com,KwF,Zloty,17.4862,54.48285,10,21,69
497,Mark,Wallace,mwallaceds@xing.com,qJp,Peso,124.88694,7.86417,81,22,84
498,Philip,Simpson,psimpsondt@plala.or.jp,XgY,Yuan Renminbi,116.65626,40.36172,83,72,63
499,Helen,Lawson,hlawsondu@nhs.uk,pOS,Ruble,44.4952,56.1048,61,42,58
500,Juan,Harper,jharperdv@rambler.ru,Xmz,Euro,23.48333,63.36667,10,62,67
501,Michael,Henry,mhenrydw@examiner.com,IEV,Ruble,37.52041,56.34485,63,43,57
502,Clarence,Meyer,cmeyerdx@statcounter.com,fGK,Krona,13.3948,56.1383,73,39,56
503,George,Murray,gmurraydy@springer.com,QBm,Rupiah,121.8051,-8.5302,36,86,48
504,Robert,Chapman,rchapmandz@icq.com,CPp,Yuan Renminbi,118.83278,35.57944,43,91,93
505,Joan,Stone,jstonee0@dell.com,LaM,Yuan Renminbi,117.51639,28.28926,4,40,8
506,Justin,Morgan,jmorgane1@com.com,EXY,Yuan Renminbi,116.14733,23.57554,5,49,61
507,Janice,Palmer,jpalmere2@github.com,cZB,Afghani,70.80413,38.4435,42,38,46
508,Scott,Rodriguez,srodrigueze3@nps.gov,mhV,Naira,7.02027,6.01798,35,7,1
509,Patricia,Collins,pcollinse4@com.com,dfU,Ruble,36.02722,55.50194,46,38,84
510,Russell,Williams,rwilliamse5@ycombinator.com,GLg,Peso,-99.1433,24.0747,46,71,90
511,Randy,Fisher,rfishere6@uiuc.edu,OvQ,Krona,12.6812,58.3322,94,76,52
512,Nicholas,Nichols,nnicholse7@uiuc.edu,yPZ,Rupiah,108.5129,-7.2585,65,63,5
513,Harold,Ryan,hryane8@bing.com,BSC,Yen,137.26667,34.66667,90,41,97
514,Irene,Brooks,ibrookse9@twitpic.com,rwp,Yuan Renminbi,105.69676,32.95409,13,93,58
515,Joseph,Banks,jbanksea@marriott.com,ClZ,Yuan Renminbi,112.31816,22.03808,55,67,20
516,Louise,Larson,llarsoneb@hatena.ne.jp,kVh,Krona,17.3063,62.3913,44,48,39
517,Irene,Reyes,ireyesec@nih.gov,IMm,Rupiah,112.4733,-8.281,7,37,4
518,Ruth,Castillo,rcastilloed@paypal.com,Zxr,Euro,1.9039,47.9029,43,34,15
519,Kathy,Fernandez,kfernandezee@youku.com,Tna,Ruble,129.91245,61.96202,75,95,95
520,Angela,Lane,alaneef@sciencedaily.com,cHs,Dollar,-115.56982,51.17622,17,22,2
521,Kimberly,Porter,kportereg@php.net,PHG,Lari,44.77264,42.13181,66,93,11
522,Joe,Simpson,jsimpsoneh@noaa.gov,zAi,Yuan Renminbi,117.72406,29.89235,20,8,68
523,Antonio,Gutierrez,agutierrezei@bluehost.com,dnf,Euro,2.4432,48.8642,45,60,10
524,Debra,Scott,dscottej@tumblr.com,zVQ,Dirham,-7.49291,31.53501,53,91,83
525,Gerald,Hill,ghillek@parallels.com,AQg,Euro,,,22,79,42
526,Joshua,Kelley,jkelleyel@bloomberg.com,GBf,Yuan Renminbi,118.8729,32.91473,21,86,16
527,Evelyn,Carpenter,ecarpenterem@apple.com,gPO,Euro,2.3527,48.7461,78,89,75
528,James,Howard,jhowarden@blogtalkradio.com,ToW,Peso,122.86639,7.71583,22,52,83
529,Wayne,Morales,wmoraleseo@sina.com.cn,EQN,Yuan Renminbi,123.48586,42.84856,10,3,44
530,Brenda,James,bjamesep@nps.gov,ZFI,Yuan Renminbi,127.10472,47.4102,11,99,61
531,Margaret,Frazier,mfraziereq@networksolutions.com,kTq,Peso,-70.93916,18.73172,13,11,56
532,David,Sanders,dsanderser@deviantart.com,nVr,Yuan Renminbi,112.20075,30.73695,44,34,5
533,Henry,Gonzales,hgonzaleses@soundcloud.com,mxZ,Yuan Renminbi,109.11506,34.2103,91,1,33
534,Gary,Ramirez,gramirezet@miibeian.gov.cn,eyI,Peso,-75.43333,6.03131,45,58,71
535,Eugene,Gordon,egordoneu@shutterfly.com,bhd,Ruble,40.29588,48.33633,32,15,84
536,Sean,Andrews,sandrewsev@webmd.com,XHI,Yuan Renminbi,89.09556,29.68527,65,20,73
537,Jack,Gardner,jgardnerew@parallels.com,UEF,Franc,13.39771,9.30142,12,89,16
538,Brandon,Lewis,blewisex@wp.com,pHu,Hryvnia,37.02051,48.9097,63,34,44
539,Kenneth,Rice,kriceey@economist.com,WGp,Euro,-4.2525,48.4525,11,52,47
540,Alice,Jordan,ajordanez@tripod.com,ydh,Real,-45.25222,-19.73639,56,81,71
541,Brian,Olson,bolsonf0@go.com,gCm,Yuan Renminbi,113.24405,41.2913,50,83,86
542,Kathleen,Kim,kkimf1@wikimedia.org,unD,Rand,26.66511,-29.58274,1,92,80
543,Ruby,Myers,rmyersf2@cbsnews.com,ysq,Zloty,18.52561,53.79436,84,12,7
544,Michael,Alvarez,malvarezf3@oakley.com,IXw,Pound,30.68142,29.35804,59,14,42
545,Bruce,Perkins,bperkinsf4@virginia.edu,eZR,Ruble,38.45448,57.78973,57,89,24
546,Michelle,Coleman,mcolemanf5@blog.com,iaL,Zloty,19.73874,49.5476,96,61,1
547,Martin,Mitchell,mmitchellf6@histats.com,KJN,Ruble,56.1056,57.8652,39,81,72
548,Johnny,Diaz,jdiazf7@utexas.edu,mFj,Yuan Renminbi,108.08333,25.06667,33,4,9
549,Andrew,Medina,amedinaf8@addthis.com,eQX,Shilling,33.46861,0.60917,88,84,82
550,Maria,Hill,mhillf9@unblog.fr,ngq,Yuan Renminbi,111.47902,30.13323,48,64,60
551,Joan,Ross,jrossfa@howstuffworks.com,gRU,Ringgit,116.1158,5.9765,11,67,77
